grupo,experimento,modelo,mae_medio,rmse_medio,r2_medio,kendall_tau_medio,top3_accuracy_medio,score_composto,top3_overlap_medio,score_tuning,pesos
decay_retuned,decay_0.95_retuned,LightGBM,2.3143468281153683,2.99955949802089,0.6616165601942727,0.6493615577440931,0.25631313131313127,0.4975644839675209,,,
ensemble_otimizado,ensemble_grid_rank_3,ensemble,2.249198744378719,3.007373207388007,0.6587287484022547,0.6532049732138859,0.2436868686868687,0.49750786130284697,,0.5080968973015743,ridge=0.1;xgb_delta=0.9
ensemble_otimizado,ensemble_grid_rank_15,ensemble,2.243417330185157,2.9698794028828677,0.6676331864810375,0.6591009532133231,0.2285353535353535,0.49723327526096484,,0.5067893117446219,ridge=0.2;xgb=0.2;xgb_delta=0.6
ensemble_otimizado,ensemble_grid_rank_5,ensemble,2.255646123058209,3.012042408926877,0.6576927490883105,0.6529334921245513,0.2436868686868687,0.4971507028702829,,0.5076270855354734,xgb=0.1;xgb_delta=0.9
ensemble_otimizado,ensemble_grid_rank_9,ensemble,2.2555018536098874,3.0139239286133033,0.6572457787000574,0.6529377827828667,0.2436868686868687,0.49709299317536143,,0.5075546950946478,lgb=0.1;xgb_delta=0.9
ensemble_otimizado,ensemble_grid_rank_10,ensemble,2.255507785920561,3.017469184903136,0.6565073377167492,0.652783161575614,0.2436868686868687,0.49697054157388265,,0.5075263660895885,lgb_delta=0.2;xgb_delta=0.8
loss_retuned,lgb_objective_fair_retuned,LightGBM,2.304878042045789,3.026312324234317,0.6554503691634705,0.6493811174093096,0.25631313131313127,0.4969599603124639,,,
score_weights_retuned,score_podio_retuned,LightGBM,2.324406498557011,3.0110296016387355,0.6590504892707983,0.6485065217765068,0.25631313131313127,0.4968412243725316,,,
loss_retuned,lgb_objective_regression_l1_retuned,LightGBM,2.298350951751776,3.0322847711752168,0.654299856054095,0.6476356245225277,0.2563131313131313,0.4967948133192089,,,
decay_retuned,decay_0.99_retuned,LightGBM,2.319690740714371,3.012686084018391,0.6586715018110679,0.6467696098439936,0.25631313131313127,0.49674238859869513,,,
score_weights_retuned,score_atual_retuned,LightGBM,2.319690740714371,3.012686084018391,0.6586715018110679,0.6467696098439936,0.25631313131313127,0.49674238859869513,,,
score_weights_retuned,score_ranking_retuned,LightGBM,2.319690740714371,3.012686084018391,0.6586715018110679,0.6467696098439936,0.25631313131313127,0.49674238859869513,,,
decay_retuned,decay_0.97_retuned,LightGBM,2.326384155478981,3.0134791041629927,0.6585167191022965,0.6484134462714771,0.25631313131313127,0.4967020638067708,,,
ensemble_otimizado,ensemble_grid_rank_13,ensemble,2.2575409702524394,3.0222399567527383,0.6553078196317064,0.6514443862107808,0.2436868686868687,0.4966149108568374,,0.5070515929697818,lgb_delta=0.1;xgb_delta=0.9
decay_retuned,decay_1.00_retuned,LightGBM,2.3137339268049737,3.019482414369469,0.657147839345494,0.6456770068969853,0.25631313131313127,0.49658000586596984,,,
ensemble_otimizado,ensemble_grid_rank_19,ensemble,2.2410487832944335,2.9894917421447005,0.6629191785252938,0.6580827288527354,0.2285353535353535,0.49654189837585405,,0.5063633306623504,ridge=0.2;xgb_delta=0.8
decay_retuned,decay_0.96_retuned,LightGBM,2.3348393392896942,3.020420023064069,0.656926757120547,0.6510358845799531,0.25631313131313127,0.49651212467982353,,,
ensemble_otimizado,ensemble_grid_rank_16,ensemble,2.260533844877076,3.028198102682771,0.6538319656405759,0.6493386719598137,0.2436868686868687,0.4961170601630226,,0.5067446085450676,xgb_delta=1.0
target_retuned_completo,target_delta_grid_retuned,XGBoost,2.260533844877076,3.028198102682772,0.6538319656405759,0.6493386719598137,0.2436868686868687,0.4961170601630226,,,
target_retuned_completo,target_log1p_finish_retuned,XGBoost,2.338874022165934,3.0927801651345956,0.6404097477595011,0.6493869219224552,0.27020202020202017,0.49601052361566056,,,
loss_retuned,xgb_objective_reg_absoluteerror_retuned,XGBoost,2.335984230041504,3.0343776263167466,0.6537036895751953,0.6497461080518825,0.25631313131313127,0.4959008881680364,,,
decay_retuned,decay_1.00_retuned,XGBoost,2.3481051921844482,3.0236350825740423,0.6563539306322733,0.6501881057807973,0.255050505050505,0.49579442156414394,,,
score_weights_retuned,score_erro_continuo_retuned,XGBoost,2.3355740706125894,3.013514067172378,0.658380389213562,0.6519130847609129,0.24116161616161613,0.494516862775229,,,
decay_retuned,decay_0.97_retuned,XGBoost,2.3466856479644775,3.0308022668072296,0.6545019745826721,0.6527355858812843,0.24242424242424235,0.4939417537143659,,,
decay_retuned,decay_0.96_retuned,XGBoost,2.3546053568522134,3.039397359026935,0.6522783041000366,0.6463584068454367,0.2424242424242424,0.4927908569572553,,,
score_weights_retuned,score_ranking_retuned,XGBoost,2.3947014013926187,3.0739596562205573,0.6444713274637858,0.640684199158845,0.25631313131313127,0.49215475385103447,,,
decay_retuned,decay_0.95_retuned,XGBoost,2.3789547284444175,3.04074097931003,0.6523544192314148,0.6523656519639961,0.2285353535353535,0.49065906780372054,,,
score_weights_retuned,score_podio_retuned,XGBoost,2.4164669513702393,3.103347387736436,0.6376660068829855,0.6412709394860628,0.2424242424242424,0.4886228624399128,,,
target_retuned_completo,target_log1p_finish_retuned,LightGBM,2.3534819172039505,3.098876847452068,0.6390354575504068,0.643435299871762,0.2285353535353535,0.4885820263529867,,,
decay_retuned,decay_0.98_retuned,XGBoost,2.4116925398508706,3.122332444594853,0.6332720915476481,0.6348682456027187,0.22853535353535348,0.485414398415098,,,
loss_retuned,xgb_objective_reg_pseudohubererror_retuned,XGBoost,22.574660619099934,23.15783070165337,-19.125261942545574,,0.29924242424242425,0.2638210582606213,,,
podio_classificador_retuned,lightgbmclassifier_retuned,LightGBMClassifier,,,,,0.25631313131313127,,0.6940235690235689,,
podio_classificador_retuned,xgbclassifier_retuned,XGBClassifier,,,,,0.2007575757575757,,0.6763468013468011,,
